event_id,lead_id,event_time,event_type,purpose,project_id,project_name,payload_summary,source_package
EV-0008-02,L-0008,2026-06-24T11:01:00.000Z,intent_detected,commercial,3ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 1,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0008-03,L-0008,2026-06-24T11:02:00.000Z,slots_captured,commercial,3ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 1,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0008-04,L-0008,2026-06-24T11:03:00.000Z,recommendation_generated,commercial,3ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 1,Recommended Al Berouj 1 using validated v3 project_id 3ab8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0008-05,L-0008,2026-06-24T11:04:00.000Z,lead_scored,commercial,3ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 1,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0008-06,L-0008,2026-06-24T11:05:00.000Z,sales_handoff_created,commercial,3ab8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 1,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0009-01,L-0009,2026-06-24T08:00:00.000Z,session_started,buy,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0009-02,L-0009,2026-06-24T08:01:00.000Z,intent_detected,buy,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0009-03,L-0009,2026-06-24T08:02:00.000Z,slots_captured,buy,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0009-04,L-0009,2026-06-24T08:03:00.000Z,recommendation_generated,buy,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,Recommended Al Berouj 2 using validated v3 project_id 3cb8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0009-05,L-0009,2026-06-24T08:04:00.000Z,lead_scored,buy,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0009-06,L-0009,2026-06-24T08:05:00.000Z,sales_handoff_created,buy,3cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 2,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0010-01,L-0010,2026-06-24T05:00:00.000Z,session_started,rent,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0010-02,L-0010,2026-06-24T05:01:00.000Z,intent_detected,rent,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0010-03,L-0010,2026-06-24T05:02:00.000Z,slots_captured,rent,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0010-04,L-0010,2026-06-24T05:03:00.000Z,recommendation_generated,rent,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,Recommended Al Berouj 3 using validated v3 project_id 3eb8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0010-05,L-0010,2026-06-24T05:04:00.000Z,lead_scored,rent,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0010-06,L-0010,2026-06-24T05:05:00.000Z,sales_handoff_created,rent,3eb8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 3,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0011-01,L-0011,2026-06-24T02:00:00.000Z,session_started,invest,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0011-02,L-0011,2026-06-24T02:01:00.000Z,intent_detected,invest,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0011-03,L-0011,2026-06-24T02:02:00.000Z,slots_captured,invest,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0011-04,L-0011,2026-06-24T02:03:00.000Z,recommendation_generated,invest,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,Recommended Al Berouj 4 using validated v3 project_id 40b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0011-05,L-0011,2026-06-24T02:04:00.000Z,lead_scored,invest,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0011-06,L-0011,2026-06-24T02:05:00.000Z,sales_handoff_created,invest,40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0012-01,L-0012,2026-06-23T23:00:00.000Z,session_started,commercial,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0012-02,L-0012,2026-06-23T23:01:00.000Z,intent_detected,commercial,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0012-03,L-0012,2026-06-23T23:02:00.000Z,slots_captured,commercial,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0012-04,L-0012,2026-06-23T23:03:00.000Z,recommendation_generated,commercial,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,Recommended Al Bustan using validated v3 project_id ecb7dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0012-05,L-0012,2026-06-23T23:04:00.000Z,lead_scored,commercial,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0012-06,L-0012,2026-06-23T23:05:00.000Z,sales_handoff_created,commercial,ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0013-01,L-0013,2026-06-23T20:00:00.000Z,session_started,buy,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0013-02,L-0013,2026-06-23T20:01:00.000Z,intent_detected,buy,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0013-03,L-0013,2026-06-23T20:02:00.000Z,slots_captured,buy,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0013-04,L-0013,2026-06-23T20:03:00.000Z,recommendation_generated,buy,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,Recommended Al Dana using validated v3 project_id e6b7dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0013-05,L-0013,2026-06-23T20:04:00.000Z,lead_scored,buy,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0013-06,L-0013,2026-06-23T20:05:00.000Z,sales_handoff_created,buy,e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0014-01,L-0014,2026-06-23T17:00:00.000Z,session_started,rent,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0014-02,L-0014,2026-06-23T17:01:00.000Z,intent_detected,rent,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0014-03,L-0014,2026-06-23T17:02:00.000Z,slots_captured,rent,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0014-04,L-0014,2026-06-23T17:03:00.000Z,recommendation_generated,rent,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,Recommended Al Durra using validated v3 project_id feb7dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0014-05,L-0014,2026-06-23T17:04:00.000Z,lead_scored,rent,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0014-06,L-0014,2026-06-23T17:05:00.000Z,sales_handoff_created,rent,feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0015-01,L-0015,2026-06-23T14:00:00.000Z,session_started,invest,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0015-02,L-0015,2026-06-23T14:01:00.000Z,intent_detected,invest,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0015-03,L-0015,2026-06-23T14:02:00.000Z,slots_captured,invest,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0015-04,L-0015,2026-06-23T14:03:00.000Z,recommendation_generated,invest,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,Recommended Al Fazzan using validated v3 project_id b0b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0015-05,L-0015,2026-06-23T14:04:00.000Z,lead_scored,invest,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0015-06,L-0015,2026-06-23T14:05:00.000Z,sales_handoff_created,invest,b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0016-01,L-0016,2026-06-23T11:00:00.000Z,session_started,commercial,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0016-02,L-0016,2026-06-23T11:01:00.000Z,intent_detected,commercial,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0016-03,L-0016,2026-06-23T11:02:00.000Z,slots_captured,commercial,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0016-04,L-0016,2026-06-23T11:03:00.000Z,recommendation_generated,commercial,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,Recommended Al Gharoub using validated v3 project_id f4502104_adbf_ec11_a2bf_00155d119927,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0016-05,L-0016,2026-06-23T11:04:00.000Z,lead_scored,commercial,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0016-06,L-0016,2026-06-23T11:05:00.000Z,sales_handoff_created,commercial,f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,sales_handoff_created for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0017-01,L-0017,2026-06-23T08:00:00.000Z,session_started,buy,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,session_started for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0017-02,L-0017,2026-06-23T08:01:00.000Z,intent_detected,buy,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,intent_detected for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0017-03,L-0017,2026-06-23T08:02:00.000Z,slots_captured,buy,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,slots_captured for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0017-04,L-0017,2026-06-23T08:03:00.000Z,recommendation_generated,buy,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,Recommended Al Humaidia Villa 1 using validated v3 project_id 76b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0017-05,L-0017,2026-06-23T08:04:00.000Z,lead_scored,buy,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,lead_scored for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0017-06,L-0017,2026-06-23T08:05:00.000Z,sales_handoff_created,buy,76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,sales_handoff_created for buy,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0018-01,L-0018,2026-06-23T05:00:00.000Z,session_started,rent,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,session_started for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0018-02,L-0018,2026-06-23T05:01:00.000Z,intent_detected,rent,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,intent_detected for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0018-03,L-0018,2026-06-23T05:02:00.000Z,slots_captured,rent,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,slots_captured for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0018-04,L-0018,2026-06-23T05:03:00.000Z,recommendation_generated,rent,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,Recommended Al Humaidia Villa 2 using validated v3 project_id 78b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0018-05,L-0018,2026-06-23T05:04:00.000Z,lead_scored,rent,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,lead_scored for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0018-06,L-0018,2026-06-23T05:05:00.000Z,sales_handoff_created,rent,78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,sales_handoff_created for rent,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0019-01,L-0019,2026-06-23T02:00:00.000Z,session_started,invest,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,session_started for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0019-02,L-0019,2026-06-23T02:01:00.000Z,intent_detected,invest,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,intent_detected for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0019-03,L-0019,2026-06-23T02:02:00.000Z,slots_captured,invest,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,slots_captured for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0019-04,L-0019,2026-06-23T02:03:00.000Z,recommendation_generated,invest,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,Recommended Al Itihad using validated v3 project_id e8b7dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0019-05,L-0019,2026-06-23T02:04:00.000Z,lead_scored,invest,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,lead_scored for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0019-06,L-0019,2026-06-23T02:05:00.000Z,sales_handoff_created,invest,e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,sales_handoff_created for invest,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0020-01,L-0020,2026-06-22T23:00:00.000Z,session_started,commercial,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,session_started for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0020-02,L-0020,2026-06-22T23:01:00.000Z,intent_detected,commercial,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,intent_detected for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0020-03,L-0020,2026-06-22T23:02:00.000Z,slots_captured,commercial,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,slots_captured for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0020-04,L-0020,2026-06-22T23:03:00.000Z,recommendation_generated,commercial,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,Recommended Al Johara using validated v3 project_id a6b8dd4b_0ad1_e811_a2b8_00155d119707,AQAAR-KB-ACQ-FINAL-v3.zip
EV-0020-05,L-0020,2026-06-22T23:04:00.000Z,lead_scored,commercial,a6b8dd4b_0ad1_e811_a2b8_00155d119707,Al Johara,lead_scored for commercial,AQAAR-KB-ACQ-FINAL-v3.zip
