audit_id,entity_id,field_name,field_value,source_url,evidence_snippet,capture_timestamp
audit_ccb8dd4b_0ad1_e811_a2b8_00155d119707_telephone_10,ccb8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_ccb8dd4b_0ad1_e811_a2b8_00155d119707_email_11,ccb8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_ccb8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_12,ccb8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,whatsapp: 971600515155,2026-06-24T09:31:12.532Z
audit_ccb8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_13,ccb8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728617872/Aqaar/Main%20Portal/community/images/Ajman_Corniche_Residences/408411956-1728617872.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Corniche%20Residences&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728617872/Aqaar/Main%20Portal/community/images/Ajman_Corniche_Residences/408411956-1728617872.jpg,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,2eb8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Ajman One,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,project_name: Ajman One,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,2eb8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,2eb8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-38,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,project_code: PRJ-38,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,2eb8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Sales,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,project_for: Sales,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_sales_status_text_5,2eb8dd4b_0ad1_e811_a2b8_00155d119707,sales_status_text,100% Sold out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,sales_status_text: 100% Sold out,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_start_price_6,2eb8dd4b_0ad1_e811_a2b8_00155d119707,start_price,263000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,start_price: 263000,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_project_description_7,2eb8dd4b_0ad1_e811_a2b8_00155d119707,project_description,"Ajman One is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,"project_description: Ajman One is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and ",2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_latitude_8,2eb8dd4b_0ad1_e811_a2b8_00155d119707,latitude,25.394384,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,latitude: 25.394384,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_longitude_9,2eb8dd4b_0ad1_e811_a2b8_00155d119707,longitude,55.4312389,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,longitude: 55.4312389,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_telephone_10,2eb8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_email_11,2eb8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_whatsapp_12,2eb8dd4b_0ad1_e811_a2b8_00155d119707,whatsapp,971600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,whatsapp: 971600515155,2026-06-24T09:31:12.532Z
audit_2eb8dd4b_0ad1_e811_a2b8_00155d119707_primary_image_url_13,2eb8dd4b_0ad1_e811_a2b8_00155d119707,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1727932428/Aqaar/Main%20Portal/community/images/Ajman_One/Artboard%204-1727932428.png,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1727932428/Aqaar/Main%20Portal/community/images/Ajman_One/Artboard%204-1727932428.png,2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_project_name_1,22796319_20da_ee11_a2bf_00155d119841,project_name,Ajman One - PH II,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,project_name: Ajman One - PH II,2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_developer_2,22796319_20da_ee11_a2bf_00155d119841,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_project_code_3,22796319_20da_ee11_a2bf_00155d119841,project_code,PRJ-164,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,project_code: PRJ-164,2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_project_for_4,22796319_20da_ee11_a2bf_00155d119841,project_for,Sales,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,project_for: Sales,2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_sales_status_text_5,22796319_20da_ee11_a2bf_00155d119841,sales_status_text,"Townhouse,1,2,3 bedroom for sale",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,"sales_status_text: Townhouse,1,2,3 bedroom for sale",2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_start_price_6,22796319_20da_ee11_a2bf_00155d119841,start_price,316000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,start_price: 316000,2026-06-24T09:31:12.532Z
audit_22796319_20da_ee11_a2bf_00155d119841_primary_image_url_7,22796319_20da_ee11_a2bf_00155d119841,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728877145/Aqaar/Main%20Portal/community/images/Ajman_One_PH_II/02-BEDROOM%2003-1728877145.jpg,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20One%20-%20PH%20II&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728877145/Aqaar/Main%20Portal/community/images/Ajman_One_PH_II/02-BEDROOM%2003-1728877145.jpg,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_project_name_1,7f307ab5_a6a9_ea11_a2c3_00155d119619,project_name,Ajman Pearl,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,project_name: Ajman Pearl,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_developer_2,7f307ab5_a6a9_ea11_a2c3_00155d119619,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_project_code_3,7f307ab5_a6a9_ea11_a2c3_00155d119619,project_code,PRJ-129,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,project_code: PRJ-129,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_project_for_4,7f307ab5_a6a9_ea11_a2c3_00155d119619,project_for,Sales,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,project_for: Sales,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_sales_status_text_5,7f307ab5_a6a9_ea11_a2c3_00155d119619,sales_status_text,100% Sold out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,sales_status_text: 100% Sold out,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_start_price_6,7f307ab5_a6a9_ea11_a2c3_00155d119619,start_price,183500,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,start_price: 183500,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_project_description_7,7f307ab5_a6a9_ea11_a2c3_00155d119619,project_description,"Ajman Pearl is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,"project_description: Ajman Pearl is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture an",2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_latitude_8,7f307ab5_a6a9_ea11_a2c3_00155d119619,latitude,25.3925983,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,latitude: 25.3925983,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_longitude_9,7f307ab5_a6a9_ea11_a2c3_00155d119619,longitude,55.4680152,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,longitude: 55.4680152,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_telephone_10,7f307ab5_a6a9_ea11_a2c3_00155d119619,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_email_11,7f307ab5_a6a9_ea11_a2c3_00155d119619,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_whatsapp_12,7f307ab5_a6a9_ea11_a2c3_00155d119619,whatsapp,971600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,whatsapp: 971600515155,2026-06-24T09:31:12.532Z
audit_7f307ab5_a6a9_ea11_a2c3_00155d119619_primary_image_url_13,7f307ab5_a6a9_ea11_a2c3_00155d119619,primary_image_url,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728629177/Aqaar/Main%20Portal/community/images/Ajman_Pearl/4333-1728629177.png,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Pearl&pageNumber=1&pageSize=100,primary_image_url: https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728629177/Aqaar/Main%20Portal/community/images/Ajman_Pearl/4333-1728629177.png,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,66b8dd4b_0ad1_e811_a2b8_00155d119707,project_name,Ajman Society Cooperative (Rumailah),https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,project_name: Ajman Society Cooperative (Rumailah),2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_developer_2,66b8dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,66b8dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-66,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,project_code: PRJ-66,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_project_for_4,66b8dd4b_0ad1_e811_a2b8_00155d119707,project_for,Leasing,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,project_for: Leasing,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_latitude_5,66b8dd4b_0ad1_e811_a2b8_00155d119707,latitude,25.4004258,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,latitude: 25.4004258,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_longitude_6,66b8dd4b_0ad1_e811_a2b8_00155d119707,longitude,55.4335779,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,longitude: 55.4335779,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_telephone_7,66b8dd4b_0ad1_e811_a2b8_00155d119707,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_66b8dd4b_0ad1_e811_a2b8_00155d119707_email_8,66b8dd4b_0ad1_e811_a2b8_00155d119707,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Society%20Cooperative%20(Rumailah)&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_project_name_1,2a565476_ed0f_ee11_a2be_00155d119f33,project_name,Ajman Uptown,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,project_name: Ajman Uptown,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_developer_2,2a565476_ed0f_ee11_a2be_00155d119f33,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_project_code_3,2a565476_ed0f_ee11_a2be_00155d119f33,project_code,PRJ-157,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,project_code: PRJ-157,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_project_for_4,2a565476_ed0f_ee11_a2be_00155d119f33,project_for,Sales,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,project_for: Sales,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_start_price_5,2a565476_ed0f_ee11_a2be_00155d119f33,start_price,979000,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,start_price: 979000,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_project_description_6,2a565476_ed0f_ee11_a2be_00155d119f33,project_description,"Ajman Uptown is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,"project_description: Ajman Uptown is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture a",2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_telephone_7,2a565476_ed0f_ee11_a2be_00155d119f33,telephone,600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,telephone: 600515155,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_email_8,2a565476_ed0f_ee11_a2be_00155d119f33,email,info@aqaar.com,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,email: info@aqaar.com,2026-06-24T09:31:12.532Z
audit_2a565476_ed0f_ee11_a2be_00155d119f33_whatsapp_9,2a565476_ed0f_ee11_a2be_00155d119f33,whatsapp,971600515155,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Ajman%20Uptown&pageNumber=1&pageSize=100,whatsapp: 971600515155,2026-06-24T09:31:12.532Z
audit_f6b7dd4b_0ad1_e811_a2b8_00155d119707_project_name_1,f6b7dd4b_0ad1_e811_a2b8_00155d119707,project_name,Al Andalus 4,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Andalus%204&pageNumber=1&pageSize=100,project_name: Al Andalus 4,2026-06-24T09:31:12.532Z
audit_f6b7dd4b_0ad1_e811_a2b8_00155d119707_developer_2,f6b7dd4b_0ad1_e811_a2b8_00155d119707,developer,Aqaar,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Andalus%204&pageNumber=1&pageSize=100,developer: Aqaar,2026-06-24T09:31:12.532Z
audit_f6b7dd4b_0ad1_e811_a2b8_00155d119707_project_code_3,f6b7dd4b_0ad1_e811_a2b8_00155d119707,project_code,PRJ-10,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Andalus%204&pageNumber=1&pageSize=100,project_code: PRJ-10,2026-06-24T09:31:12.532Z
