project_id,project_name,developer,developer_id,country,city,district,community,subcommunity,latitude,longitude,property_type,sub_type,ownership_type,status,completion_status,launch_year,handover_year,project_description,official_project_url,project_code,project_for,sales_status_text,start_price,currency,price_status,telephone,email,whatsapp,primary_image_url,source_links_json,last_verified,confidence_score
40b8dd4b_0ad1_e811_a2b8_00155d119707,Al Berouj 4,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Berouj 4 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/40b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-47,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",15600,AED,official,600515155,info@aqaar.com,971600515155,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555856/Aqaar/Main%20Portal/community/images/Al_Berouj_4/_DSC1830-1728555854.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Berouj%204&pageNumber=1&pageSize=100""]",2026-06-24,0.86
ecb7dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.412094,55.444342,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Bustan is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/ecb7dd4b-0ad1-e811-a2b8-00155d119707,PRJ-5,Leasing,"1,2,3 Bedrooms for rent",36000,AED,official,600515155,info@aqaar.com,971600515155,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728555369/Aqaar/Main%20Portal/community/images/Al_Bustan/_DSC1799-1728555368.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan&pageNumber=1&pageSize=100""]",2026-06-24,0.86
08b8dd4b_0ad1_e811_a2b8_00155d119707,Al Bustan Shops,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,commercial,commercial,unknown,active,unknown,unknown,unknown,"Al Bustan Shops is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/08b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-19,Leasing,unknown,unknown,unknown,on_request,unknown,unknown,971543087732,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Bustan%20Shops&pageNumber=1&pageSize=100""]",2026-06-24,0.86
e6b7dd4b_0ad1_e811_a2b8_00155d119707,Al Dana,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.415487,55.442462,residential,residential,unknown,active,"Studio, 1, 2, 3 Bedrooms for rent",unknown,unknown,"Al Dana is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/e6b7dd4b-0ad1-e811-a2b8-00155d119707,PRJ-2,Leasing,"Studio, 1, 2, 3 Bedrooms for rent",14400,AED,official,600515155,info@aqaar.com,971543087733,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737006149/Aqaar/Main%20Portal/community/images/Al_Dana/swx-1737006149.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Dana&pageNumber=1&pageSize=100""]",2026-06-24,0.86
feb7dd4b_0ad1_e811_a2b8_00155d119707,Al Durra,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.415619,55.442642,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Durra is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/feb7dd4b-0ad1-e811-a2b8-00155d119707,PRJ-14,Leasing,"1,2,3 Bedrooms for rent",26400,AED,official,600515155,info@aqaar.com,971543087733,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1737005510/Aqaar/Main%20Portal/community/images/Al_Durra/%D9%84%D9%82%D8%B7%D8%A9%20%D8%B4%D8%A7%D8%B4%D8%A9%202025-01-16%20092934-1737005510.png,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Durra&pageNumber=1&pageSize=100""]",2026-06-24,0.86
b0b8dd4b_0ad1_e811_a2b8_00155d119707,Al Fazzan,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.416985,55.43755,residential,residential,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Fazzan is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/b0b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-103,Leasing,"1,2,3 Bedrooms for rent",44000,AED,official,600515155,info@aqaar.com,971543087733,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728901697/Aqaar/Main%20Portal/community/images/Al_Fazzan/fazaan-1728901697.png,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Fazzan&pageNumber=1&pageSize=100""]",2026-06-24,0.86
f4502104_adbf_ec11_a2bf_00155d119927,Al Gharoub,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.393735,55.471222,residential,Leasing,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Gharoub is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/f4502104-adbf-ec11-a2bf-00155d119927,PRJ-151,Leasing,"1,2,3 Bedrooms for rent",28000,AED,official,600515155,info@aqaar.com,971543087467,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1726688026/Aqaar/Main%20Portal/community/images/Al_Gharoub/PSX_20220117_220500-min-1726688026.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Gharoub&pageNumber=1&pageSize=100""]",2026-06-24,0.86
5b5d5569_83e3_ef11_a2ce_00155d119747,Al Helio Villas,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,villa,villa,unknown,active,unknown,unknown,unknown,unknown,https://www.aqaar.com/projects/5b5d5569-83e3-ef11-a2ce-00155d119747,PRJ-167,unknown,unknown,unknown,unknown,on_request,unknown,unknown,unknown,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Helio%20Villas&pageNumber=1&pageSize=100""]",2026-06-24,0.62
2cb8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Show Rooms,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.3938317,55.4798069,commercial,commercial,unknown,active,unknown,unknown,unknown,unknown,https://www.aqaar.com/projects/2cb8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-37,Leasing,unknown,unknown,unknown,on_request,600515155,info@aqaar.com,971543087740,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Show%20Rooms&pageNumber=1&pageSize=100""]",2026-06-24,0.62
76b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 1,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,villa,villa,unknown,active,unknown,unknown,unknown,"Al Humaidia Villa 1 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/76b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-74,Leasing,unknown,108000,AED,official,unknown,unknown,971543087740,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%201&pageNumber=1&pageSize=100""]",2026-06-24,0.86
78b8dd4b_0ad1_e811_a2b8_00155d119707,Al Humaidia Villa 2,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,unknown,unknown,villa,villa,unknown,active,unknown,unknown,unknown,"Al Humaidia Villa 2 is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/78b8dd4b-0ad1-e811-a2b8-00155d119707,PRJ-75,Leasing,unknown,45000,AED,official,unknown,unknown,971543087740,unknown,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Humaidia%20Villa%202&pageNumber=1&pageSize=100""]",2026-06-24,0.86
e8b7dd4b_0ad1_e811_a2b8_00155d119707,Al Itihad,Aqaar,aqaar,United Arab Emirates,Ajman,unknown,unknown,unknown,25.417218941038513,55.44006501539404,residential,Leasing,unknown,active,"1,2,3 Bedrooms for rent",unknown,unknown,"Al Itihad is a premier real estate development that exemplifies thoughtful design and modern living. The project offers a mix of residential units and commercial spaces, catering to a variety of customer needs. With its blend of contemporary architecture and quality craftsmanship, the development ensures a comfortable and refined living experience for its residents. The units within the project feature diverse layouts and high-quality finishes, meeting global standards to provide a sophisticated environment. Whether it's spacious family flat or modern apartments, each property is designed to accommodate a wide range of preferences. Located in a prime and accessible area, This Project is strategically positioned close to key urban hubs, making it a convenient choice for both families and professionals. With its attention to detail and focus on delivering a high-quality living experience, It is the perfect choice for those seeking a distinctive and well-rounded residential or commercial property.",https://www.aqaar.com/projects/e8b7dd4b-0ad1-e811-a2b8-00155d119707,PRJ-3,Leasing,"1,2,3 Bedrooms for rent",33000,AED,official,600515155,info@aqaar.com,971543087733,https://res.cloudinary.com/dotdjffbb/image/upload/q_auto/f_auto/v1728877248/Aqaar/Main%20Portal/community/images/Al_Itihad/image00014-1728877248.jpg,"[""https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Al%20Itihad&pageNumber=1&pageSize=100""]",2026-06-24,0.86
