location_id,location_name,country,city,source_url,last_verified
b0373f08-cc75-ef11-a2cb-00155d119747,Zorah,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
b2373f08-cc75-ef11-a2cb-00155d119747,Ajman Industrial 1,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
b6373f08-cc75-ef11-a2cb-00155d119747,Masfout,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
b8373f08-cc75-ef11-a2cb-00155d119747,Ajman Industrial 2,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
ba373f08-cc75-ef11-a2cb-00155d119747,Aamra,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
bc373f08-cc75-ef11-a2cb-00155d119747,Masfout 1,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
c2373f08-cc75-ef11-a2cb-00155d119747,Musherif,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
c4373f08-cc75-ef11-a2cb-00155d119747,Ajman,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
c8373f08-cc75-ef11-a2cb-00155d119747,Sofia,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
ca373f08-cc75-ef11-a2cb-00155d119747,jurf Industrial 3,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
86d14555-6484-ef11-a2cf-00155d119f38,Manama 8,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
7570ce41-6784-ef11-a2cf-00155d119f38,Industrial area - 3,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
0f9acee4-fad2-ef11-a2d0-00155d119f38,Al Ras - Dubai,United Arab Emirates,Ajman,https://prodadmin-aqaar.realcube.estate/api/projectSearchFilters,2026-06-24
