property_id,project_id,property_name,developer,listing_url,property_type,sub_type,bedrooms,bathrooms,bua,plot_size,price,currency,ownership_type,status,source_url,last_verified
property_bb57baca_fa02_ef11_a2c0_00155d119841,bb57baca_fa02_ef11_a2c0_00155d119841,North Gate British School,Aqaar,https://www.aqaar.com/projects/bb57baca-fa02-ef11-a2c0-00155d119841,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=North%20Gate%20British%20School&pageNumber=1&pageSize=100,2026-06-24
property_f0b7dd4b_0ad1_e811_a2b8_00155d119707,f0b7dd4b_0ad1_e811_a2b8_00155d119707,Nuaiemiyah Towers,Aqaar,https://www.aqaar.com/projects/f0b7dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,139000,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaiemiyah%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_ea381dec_0c0f_ed11_a2bb_00155d119f33,ea381dec_0c0f_ed11_a2bb_00155d119f33,Nuaimeya 3,Aqaar,https://www.aqaar.com/projects/ea381dec-0c0f-ed11-a2bb-00155d119f33,commercial,commercial,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Nuaimeya%203&pageNumber=1&pageSize=100,2026-06-24
property_70b8dd4b_0ad1_e811_a2b8_00155d119707,70b8dd4b_0ad1_e811_a2b8_00155d119707,Old Civil Defense (Middle East ),Aqaar,https://www.aqaar.com/projects/70b8dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Civil%20Defense%20(Middle%20East%20)&pageNumber=1&pageSize=100,2026-06-24
property_fab7dd4b_0ad1_e811_a2b8_00155d119707,fab7dd4b_0ad1_e811_a2b8_00155d119707,Old Gold Market,Aqaar,https://www.aqaar.com/projects/fab7dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,14400,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Gold%20Market&pageNumber=1&pageSize=100,2026-06-24
property_0cb8dd4b_0ad1_e811_a2b8_00155d119707,0cb8dd4b_0ad1_e811_a2b8_00155d119707,Old Quds,Aqaar,https://www.aqaar.com/projects/0cb8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,20700,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Old%20Quds&pageNumber=1&pageSize=100,2026-06-24
property_e2bc7f18_16cd_f011_8543_6045bd6a88e0,e2bc7f18_16cd_f011_8543_6045bd6a88e0,Online Test Project,Aqaar,https://www.aqaar.com/projects/e2bc7f18-16cd-f011-8543-6045bd6a88e0,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Online%20Test%20Project&pageNumber=1&pageSize=100,2026-06-24
property_bd8bd1e6_0420_e911_a2b8_00155d119707,bd8bd1e6_0420_e911_a2b8_00155d119707,Orient Towers,Aqaar,https://www.aqaar.com/projects/bd8bd1e6-0420-e911-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,284000,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Orient%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_6cb8dd4b_0ad1_e811_a2b8_00155d119707,6cb8dd4b_0ad1_e811_a2b8_00155d119707,Preston shops,Aqaar,https://www.aqaar.com/projects/6cb8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,30139,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Preston%20shops&pageNumber=1&pageSize=100,2026-06-24
property_00f262fd_7fd2_ec11_a2c0_00155d119927,00f262fd_7fd2_ec11_a2c0_00155d119927,PRJ-RP,Aqaar,https://www.aqaar.com/projects/00f262fd-7fd2-ec11-a2c0-00155d119927,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=PRJ-RP&pageNumber=1&pageSize=100,2026-06-24
property_1be2d3a1_dee9_ef11_a2ce_00155d119747,1be2d3a1_dee9_ef11_a2ce_00155d119747,Rashidia 2,Aqaar,https://www.aqaar.com/projects/1be2d3a1-dee9-ef11-a2ce-00155d119747,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%202&pageNumber=1&pageSize=100,2026-06-24
property_f2b7dd4b_0ad1_e811_a2b8_00155d119707,f2b7dd4b_0ad1_e811_a2b8_00155d119707,Rashidia Towers,Aqaar,https://www.aqaar.com/projects/f2b7dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,90000,AED,unknown,sold_out,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rashidia%20Towers&pageNumber=1&pageSize=100,2026-06-24
property_46b8dd4b_0ad1_e811_a2b8_00155d119707,46b8dd4b_0ad1_e811_a2b8_00155d119707,Rawdat Al Reef Flats & Shops,Aqaar,https://www.aqaar.com/projects/46b8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,6600,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Rawdat%20Al%20Reef%20Flats%20%26%20Shops&pageNumber=1&pageSize=100,2026-06-24
property_5eb8dd4b_0ad1_e811_a2b8_00155d119707,5eb8dd4b_0ad1_e811_a2b8_00155d119707,Royal Academic School,Aqaar,https://www.aqaar.com/projects/5eb8dd4b-0ad1-e811-a2b8-00155d119707,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Academic%20School&pageNumber=1&pageSize=100,2026-06-24
property_ceba2b44_2322_e911_a2b8_00155d119707,ceba2b44_2322_e911_a2b8_00155d119707,Royal Palaces,Aqaar,https://www.aqaar.com/projects/ceba2b44-2322-e911-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Royal%20Palaces&pageNumber=1&pageSize=100,2026-06-24
property_d6e426c5_e7c4_ee11_a2bf_00155d119841,d6e426c5_e7c4_ee11_a2bf_00155d119841,Settlement Project,Aqaar,https://www.aqaar.com/projects/d6e426c5-e7c4-ee11-a2bf-00155d119841,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Settlement%20Project&pageNumber=1&pageSize=100,2026-06-24
property_4ab8dd4b_0ad1_e811_a2b8_00155d119707,4ab8dd4b_0ad1_e811_a2b8_00155d119707,Traditional Houses - Al Manama,Aqaar,https://www.aqaar.com/projects/4ab8dd4b-0ad1-e811-a2b8-00155d119707,commercial,commercial,unknown,unknown,unknown,unknown,4800,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Traditional%20Houses%20-%20Al%20Manama&pageNumber=1&pageSize=100,2026-06-24
property_2a3a3b61_bd9f_ee11_a2bf_00155d119841,2a3a3b61_bd9f_ee11_a2bf_00155d119841,UM Khalaad School For Basic Education C-1,Aqaar,https://www.aqaar.com/projects/2a3a3b61-bd9f-ee11-a2bf-00155d119841,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=UM%20Khalaad%20School%20For%20Basic%20Education%20C-1&pageNumber=1&pageSize=100,2026-06-24
property_cab8dd4b_0ad1_e811_a2b8_00155d119707,cab8dd4b_0ad1_e811_a2b8_00155d119707,Waqf Thamer Saied Salman (University),Aqaar,https://www.aqaar.com/projects/cab8dd4b-0ad1-e811-a2b8-00155d119707,mixed_use,mixed_use,unknown,unknown,unknown,unknown,20400,AED,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Waqf%20Thamer%20Saied%20Salman%20(University)&pageNumber=1&pageSize=100,2026-06-24
property_5a6d07a8_f7e1_ea11_a2c4_00155d119619,5a6d07a8_f7e1_ea11_a2c4_00155d119619,Water Treatment Plant,Aqaar,https://www.aqaar.com/projects/5a6d07a8-f7e1-ea11-a2c4-00155d119619,mixed_use,mixed_use,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Water%20Treatment%20Plant&pageNumber=1&pageSize=100,2026-06-24
property_62b8dd4b_0ad1_e811_a2b8_00155d119707,62b8dd4b_0ad1_e811_a2b8_00155d119707,Wood Lem Park School,Aqaar,https://www.aqaar.com/projects/62b8dd4b-0ad1-e811-a2b8-00155d119707,education,education,unknown,unknown,unknown,unknown,on_request,unknown,unknown,active,https://prodadmin-aqaar.realcube.estate/api/globalSearch?search=Wood%20Lem%20Park%20School&pageNumber=1&pageSize=100,2026-06-24
